Dia;Taxa_Compra_Manhã;Taxa_Venda_Manhã;PU_Compra_Manhã;PU_Venda_Manhã;PU_Base_Manhã
04/01/2016;7,42%;7,50%;697.94;687.99;687.56
05/01/2016;7,40%;7,48%;700.87;690.88;690.46
06/01/2016;7,34%;7,42%;708.9;698.79;698.36
07/01/2016;7,31%;7,39%;713.16;702.99;702.56
08/01/2016;7,41%;7,49%;701;691.01;690.18
11/01/2016;7,47%;7,55%;693.91;684.03;683.62
12/01/2016;7,44%;7,52%;698.06;688.13;687.72
13/01/2016;7,42%;7,50%;700.98;691.01;690.6
14/01/2016;7,47%;7,55%;695.14;685.25;684.85
15/01/2016;7,47%;7,55%;695.98;686.08;685.25
18/01/2016;7,50%;7,58%;692.66;682.81;682.41
19/01/2016;7,49%;7,57%;694.31;684.44;684.04
20/01/2016;7,63%;7,71%;677.54;667.93;667.53
21/01/2016;7,74%;7,82%;664.76;655.33;654.94
22/01/2016;7,80%;7,88%;658.87;649.54;648.36
25/01/2016;7,78%;7,86%;661.53;652.16;651.74
26/01/2016;7,78%;7,86%;661.95;652.58;652.16
27/01/2016;7,71%;7,79%;670.7;661.2;660.78
28/01/2016;7,72%;7,80%;669.94;660.45;660.02
29/01/2016;7,62%;7,70%;682.91;673.23;672.33
01/02/2016;7,60%;7,68%;685.79;676.07;675.63
02/02/2016;7,49%;7,57%;699.84;689.91;689.47
03/02/2016;7,62%;7,70%;684.22;674.52;674.09
04/02/2016;7,61%;7,69%;685.88;676.16;675.73
05/02/2016;7,61%;7,69%;688.35;678.6;677.02
10/02/2016;7,57%;7,65%;693.76;683.93;683.46
11/02/2016;7,56%;7,64%;695.48;685.63;685.16
12/02/2016;7,57%;7,65%;695.29;685.45;684.41
15/02/2016;7,48%;7,56%;706.97;696.96;696.53
16/02/2016;7,40%;7,48%;717.57;707.4;706.97
17/02/2016;7,47%;7,55%;709.09;699.05;698.62
18/02/2016;7,44%;7,52%;713.33;703.22;702.8
19/02/2016;7,56%;7,64%;699.1;689.21;688.35
22/02/2016;7,51%;7,59%;705.78;695.8;695.38
23/02/2016;7,44%;7,52%;715.08;704.96;704.53
24/02/2016;7,45%;7,53%;714.36;704.25;703.81
25/02/2016;7,41%;7,49%;719.92;709.73;709.28
26/02/2016;7,43%;7,51%;718.28;708.12;707.2
29/02/2016;7,46%;7,54%;714.9;704.79;704.35
01/03/2016;7,45%;7,53%;716.62;706.49;706.05
02/03/2016;7,49%;7,57%;711.98;701.92;701.48
03/03/2016;7,44%;7,52%;718.79;708.63;708.19
04/03/2016;6,69%;6,77%;822.86;811.16;810.13
07/03/2016;6,88%;6,96%;795.82;784.52;784.04
08/03/2016;6,98%;7,06%;782.19;771.1;770.63
09/03/2016;6,73%;6,81%;817.91;806.28;805.83
10/03/2016;6,61%;6,69%;836.15;824.26;823.79
11/03/2016;6,66%;6,74%;829.68;817.88;816.91
14/03/2016;6,57%;6,65%;843.63;831.63;831.16
15/03/2016;6,81%;6,89%;808.51;797.03;796.69
16/03/2016;7,02%;7,10%;779.09;768.06;767.72
17/03/2016;6,72%;6,80%;822.33;810.65;810.3
18/03/2016;6,57%;6,65%;845.34;833.32;832.69
21/03/2016;6,49%;6,57%;857.89;845.69;845.34
22/03/2016;6,44%;6,52%;865.97;853.65;853.29
23/03/2016;6,29%;6,37%;889.94;877.27;876.9
24/03/2016;6,48%;6,56%;860.76;848.52;847.79
28/03/2016;6,44%;6,52%;867.29;854.96;854.62
29/03/2016;6,41%;6,49%;872.31;859.91;859.56
30/03/2016;6,35%;6,43%;882.08;869.54;869.19
31/03/2016;6,39%;6,47%;876.14;863.68;863.33
01/04/2016;6,43%;6,51%;870.49;858.13;857.52
04/04/2016;6,39%;6,47%;877.1;864.63;864.29
05/04/2016;6,48%;6,56%;863.43;851.18;850.83
06/04/2016;6,49%;6,57%;862.24;850;849.66
07/04/2016;6,52%;6,60%;857.97;845.8;845.46
08/04/2016;6,47%;6,55%;865.98;853.69;853.12
11/04/2016;6,39%;6,47%;878.79;866.32;865.98
12/04/2016;6,37%;6,45%;882.27;869.75;869.42
13/04/2016;6,35%;6,43%;885.77;873.2;872.86
14/04/2016;6,21%;6,29%;908.58;895.67;895.33
15/04/2016;6,22%;6,30%;907.7;894.8;894.07
18/04/2016;6,09%;6,17%;929.47;916.25;915.86
19/04/2016;6,14%;6,22%;921.58;908.48;908.09
20/04/2016;6,27%;6,35%;900.96;888.18;887.62
22/04/2016;6,28%;6,36%;899.97;887.21;886.51
25/04/2016;6,33%;6,41%;892.35;879.7;879.32
26/04/2016;6,29%;6,37%;899.12;886.38;886
27/04/2016;6,28%;6,36%;901.11;888.34;887.96
28/04/2016;6,18%;6,26%;917.73;904.71;904.33
29/04/2016;6,18%;6,26%;918.45;905.42;904.71
02/05/2016;6,08%;6,16%;935.4;922.12;921.73
03/05/2016;6,13%;6,21%;927.46;914.31;913.92
04/05/2016;6,09%;6,17%;934.5;921.24;920.86
05/05/2016;6,08%;6,16%;936.56;923.27;922.89
06/05/2016;5,97%;6,05%;956.42;942.84;942.05
09/05/2016;6,02%;6,10%;948.33;934.87;934.46
10/05/2016;6,06%;6,14%;941.98;928.63;928.22
11/05/2016;5,90%;5,98%;969.73;955.96;955.54
12/05/2016;5,97%;6,05%;958.08;944.49;944.08
13/05/2016;5,88%;5,96%;974.45;960.61;959.8
16/05/2016;5,88%;5,96%;974.88;961.04;960.61
17/05/2016;5,87%;5,95%;977.05;963.19;962.76
18/05/2016;5,91%;5,99%;970.52;956.76;956.33
19/05/2016;6,08%;6,16%;941.94;928.61;928.19
20/05/2016;6,00%;6,08%;956.32;942.77;941.94
23/05/2016;6,06%;6,14%;946.78;933.38;932.94
24/05/2016;6,15%;6,23%;932.17;918.99;918.55
25/05/2016;6,13%;6,21%;936.17;922.93;922.26
27/05/2016;6,15%;6,23%;933.73;920.54;919.65
30/05/2016;6,24%;6,32%;919.35;906.37;905.93
31/05/2016;6,19%;6,27%;928;914.9;914.45
01/06/2016;6,25%;6,33%;918.6;905.63;905.19
02/06/2016;6,22%;6,30%;923.95;910.91;910.47
03/06/2016;6,20%;6,28%;928.13;915.03;914.15
06/06/2016;6,15%;6,23%;936.87;923.64;923.2
07/06/2016;6,14%;6,22%;938.98;925.73;925.28
08/06/2016;6,16%;6,24%;936.32;923.11;922.66
09/06/2016;6,12%;6,20%;943.46;930.15;929.69
10/06/2016;6,13%;6,21%;942.72;929.42;928.5
13/06/2016;6,19%;6,27%;933.18;920.03;919.58
14/06/2016;6,18%;6,26%;935.3;922.11;921.66
15/06/2016;6,15%;6,23%;940.62;927.36;927.03
16/06/2016;6,16%;6,24%;939.28;926.05;925.72
17/06/2016;6,15%;6,23%;941.49;928.23;927.69
20/06/2016;6,13%;6,21%;945.17;931.85;931.52
21/06/2016;6,12%;6,20%;947.18;933.83;933.51
22/06/2016;6,09%;6,17%;952.61;939.19;938.86
23/06/2016;6,11%;6,19%;949.57;936.2;935.87
24/06/2016;6,07%;6,15%;956.9;943.43;942.86
27/06/2016;6,05%;6,13%;960.64;947.12;946.78
28/06/2016;5,97%;6,05%;974.72;960.98;960.64
29/06/2016;5,95%;6,03%;978.53;964.74;964.4
30/06/2016;5,99%;6,07%;971.95;958.26;957.92
01/07/2016;6,00%;6,08%;970.8;957.13;956.56
04/07/2016;6,02%;6,10%;967.7;954.08;953.75
05/07/2016;6,06%;6,14%;961.21;947.69;947.35
06/07/2016;6,13%;6,21%;949.7;936.36;936.02
07/07/2016;6,16%;6,24%;945.01;931.74;931.41
08/07/2016;6,17%;6,25%;943.82;930.57;930.02
11/07/2016;6,09%;6,17%;957.61;944.16;943.82
12/07/2016;6,05%;6,13%;964.75;951.2;950.86
13/07/2016;6,03%;6,11%;968.51;954.9;954.57
14/07/2016;5,98%;6,06%;977.46;963.72;963.39
15/07/2016;5,92%;6,00%;988.55;974.65;974
18/07/2016;5,88%;5,96%;995.95;981.94;981.58
19/07/2016;5,84%;5,92%;1003.4;989.29;988.92
20/07/2016;5,90%;5,98%;993.17;979.21;978.84
21/07/2016;5,88%;5,96%;997.06;983.05;982.68
22/07/2016;5,90%;5,98%;994.13;980.17;979.53
25/07/2016;5,94%;6,02%;987.49;973.62;973.26
26/07/2016;5,95%;6,03%;986.1;972.26;971.91
27/07/2016;5,89%;5,97%;996.98;982.99;982.63
28/07/2016;5,87%;5,95%;1000.88;986.83;986.47
29/07/2016;5,84%;5,92%;1006.85;992.71;992.07
01/08/2016;5,85%;5,93%;1005.44;991.32;990.96
02/08/2016;5,83%;5,91%;1009.36;995.2;994.83
03/08/2016;5,84%;5,92%;1007.95;993.81;993.44
04/08/2016;5,79%;5,87%;1017.26;1002.99;1002.62
05/08/2016;5,77%;5,85%;1021.52;1007.18;1006.54
08/08/2016;5,77%;5,85%;1021.89;1007.55;1007.18
09/08/2016;5,80%;5,88%;1016.85;1002.59;1002.23
10/08/2016;5,74%;5,82%;1028.06;1013.64;1013.27
11/08/2016;5,74%;5,82%;1029.26;1014.82;1014.43
12/08/2016;5,66%;5,74%;1044.67;1030.01;1034.62
15/08/2016;5,66%;5,74%;1045.03;1030.37;1030.01
16/08/2016;5,64%;5,72%;1049.09;1034.37;1034.01
17/08/2016;5,64%;5,72%;1049.45;1034.73;1034.37
18/08/2016;5,62%;5,70%;1053.52;1038.75;1038.39
19/08/2016;5,64%;5,72%;1050.43;1035.71;1035.08
22/08/2016;5,64%;5,72%;1050.79;1036.06;1035.71
23/08/2016;5,71%;5,79%;1038.25;1023.71;1023.35
24/08/2016;5,71%;5,79%;1038.61;1024.06;1023.71
25/08/2016;5,78%;5,86%;1026.37;1012.01;1011.65
26/08/2016;5,80%;5,88%;1023.42;1009.1;1008.46
29/08/2016;5,87%;5,95%;1011.25;997.12;996.75
30/08/2016;5,82%;5,90%;1020.56;1006.29;1005.93
31/08/2016;5,85%;5,93%;1015.55;1001.37;1.001,00
01/09/2016;5,85%;5,93%;1015.93;1001.73;1001.37
02/09/2016;5,87%;5,95%;1012.26;998.12;997.58
05/09/2016;5,83%;5,91%;1019.73;1005.5;1005.16
06/09/2016;5,84%;5,92%;1019.25;1005.02;1004.51
08/09/2016;5,83%;5,91%;1021.41;1007.15;1006.79
09/09/2016;5,86%;5,94%;1016.78;1002.6;1001.94
12/09/2016;5,92%;6,00%;1006.5;992.46;992.09
13/09/2016;5,89%;5,97%;1012.19;998.07;997.7
14/09/2016;5,98%;6,06%;996.69;982.81;982.44
15/09/2016;5,97%;6,05%;998.78;984.87;984.54
16/09/2016;6,00%;6,08%;994.07;980.24;979.71
19/09/2016;6,00%;6,08%;994.41;980.57;980.24
20/09/2016;6,01%;6,09%;993;979.18;978.85
21/09/2016;6,03%;6,11%;989.86;976.09;975.76
22/09/2016;5,96%;6,04%;1002.4;988.46;988.12
23/09/2016;5,87%;5,95%;1018.48;1004.3;1003.87
26/09/2016;5,84%;5,92%;1024.15;1009.89;1009.59
27/09/2016;5,84%;5,92%;1024.45;1010.18;1009.89
28/09/2016;5,82%;5,90%;1028.34;1014.03;1013.73
29/09/2016;5,78%;5,86%;1035.88;1021.46;1021.16
30/09/2016;5,79%;5,87%;1034.5;1020.11;1019.67
03/10/2016;5,75%;5,83%;1042.08;1027.58;1027.28
04/10/2016;5,65%;5,73%;1060.82;1046.04;1045.74
05/10/2016;5,70%;5,78%;1051.86;1037.22;1036.92
06/10/2016;5,64%;5,72%;1063.29;1048.48;1048.18
07/10/2016;5,67%;5,75%;1057.09;1042.38;1042.07
10/10/2016;5,65%;5,73%;1061.07;1046.3;1046.04
11/10/2016;5,66%;5,74%;1059.5;1044.76;1044.47
13/10/2016;5,66%;5,74%;1059.76;1045.02;1044.76
14/10/2016;5,64%;5,72%;1063.97;1049.17;1048.68
17/10/2016;5,64%;5,72%;1064.32;1049.52;1049.17
18/10/2016;5,61%;5,69%;1070.27;1055.39;1055.04
19/10/2016;5,61%;5,69%;1070.62;1055.74;1055.39
20/10/2016;5,58%;5,66%;1076.61;1061.64;1061.29
21/10/2016;5,55%;5,63%;1082.87;1067.81;1067.23
24/10/2016;5,58%;5,66%;1077.38;1062.4;1062.07
25/10/2016;5,55%;5,63%;1083.38;1068.32;1067.99
26/10/2016;5,61%;5,69%;1072.4;1057.5;1057.17
27/10/2016;5,70%;5,78%;1055.99;1041.34;1041.01
28/10/2016;5,76%;5,84%;1045.5;1031.01;1030.49
31/10/2016;5,78%;5,86%;1042.19;1027.74;1027.42
01/11/2016;5,77%;5,85%;1044.44;1029.96;1029.54
03/11/2016;5,79%;5,87%;1041.13;1026.71;1026.38
04/11/2016;5,77%;5,85%;1045.29;1030.81;1030.29
07/11/2016;5,75%;5,83%;1049.28;1034.74;1034.41
08/11/2016;5,72%;5,80%;1055.11;1040.5;1040.17
09/11/2016;5,78%;5,86%;1044.2;1029.75;1029.43
10/11/2016;5,80%;5,88%;1040.88;1026.48;1026.16
11/11/2016;6,13%;6,21%;983.3;969.74;969.26
14/11/2016;6,23%;6,31%;966.82;953.5;953.06
16/11/2016;6,21%;6,29%;970.54;957.17;956.81
17/11/2016;6,11%;6,19%;987.88;974.27;973.91
18/11/2016;6,07%;6,15%;995.39;981.67;981.05
21/11/2016;6,07%;6,15%;995.75;982.03;981.67
22/11/2016;5,98%;6,06%;1011.8;997.84;997.48
23/11/2016;6,02%;6,10%;1005.16;991.3;990.94
24/11/2016;6,06%;6,14%;998.3;984.55;984.21
25/11/2016;6,14%;6,22%;985.09;971.53;971
28/11/2016;6,14%;6,22%;985.42;971.86;971.53
29/11/2016;6,11%;6,19%;990.89;977.26;976.92
30/11/2016;6,07%;6,15%;998.12;984.39;984.05
01/12/2016;6,08%;6,16%;996.73;983.02;982.68
02/12/2016;6,32%;6,40%;956.71;943.58;943.06
05/12/2016;6,19%;6,31%;978.8;958.7;958.37
06/12/2016;6,23%;6,35%;972.38;952.43;952.09
07/12/2016;6,17%;6,29%;982.86;962.68;962.35
08/12/2016;6,10%;6,22%;995.17;974.73;974.4
09/12/2016;6,01%;6,13%;1010.16;989.4;988.99
12/12/2016;6,10%;6,22%;994.84;974.42;974.13
13/12/2016;6,05%;6,17%;1003.78;983.17;982.87
14/12/2016;6,02%;6,14%;1009.3;988.57;988.28
15/12/2016;6,07%;6,19%;1000.99;980.45;980.07
16/12/2016;5,93%;6,05%;1026.24;1005.16;1004.46
19/12/2016;6,02%;6,14%;1010.78;990.04;989.65
20/12/2016;5,95%;6,07%;1023.48;1002.47;1002.08
21/12/2016;5,94%;6,06%;1025.65;1004.59;1004.21
22/12/2016;5,96%;6,08%;1022.05;1001.08;1000.75
23/12/2016;5,86%;5,98%;1040.43;1019.07;1018.53
26/12/2016;5,87%;5,99%;1038.97;1017.64;1017.31
27/12/2016;5,84%;5,96%;1044.72;1023.27;1022.93
28/12/2016;5,83%;5,95%;1046.87;1025.38;1025.04
29/12/2016;5,76%;5,88%;1060.86;1039.08;1037.85
02/01/2017;5,61%;5,73%;1088.76;1066.37;1066.03
03/01/2017;5,60%;5,72%;1090.99;1068.56;1068.22
04/01/2017;5,61%;5,73%;1089.44;1067.06;1066.72
05/01/2017;5,62%;5,74%;1087.91;1065.56;1065.22
06/01/2017;5,59%;5,71%;1094.13;1071.66;1071.1
09/01/2017;5,67%;5,79%;1079.44;1057.28;1056.94
10/01/2017;5,68%;5,80%;1077.92;1055.8;1055.46
11/01/2017;5,73%;5,85%;1068.89;1046.98;1046.64
12/01/2017;5,60%;5,72%;1093.52;1071.08;1070.74
13/01/2017;5,55%;5,67%;1103.66;1081.01;1080.37
16/01/2017;5,48%;5,60%;1117.55;1094.6;1094.16
17/01/2017;5,40%;5,52%;1133.57;1110.28;1109.84
18/01/2017;5,48%;5,60%;1118.42;1095.46;1095.03
19/01/2017;5,51%;5,63%;1113.07;1090.24;1089.8
20/01/2017;5,49%;5,61%;1117.57;1094.64;1093.89
23/01/2017;5,53%;5,65%;1110.28;1087.51;1087.11
24/01/2017;5,51%;5,63%;1114.95;1092.09;1091.28
26/01/2017;5,51%;5,63%;1115.36;1092.5;1092.09
27/01/2017;5,54%;5,66%;1110.37;1087.62;1086.87
30/01/2017;5,57%;5,69%;1105.04;1082.42;1082.01
31/01/2017;5,55%;5,67%;1109.28;1086.56;1086.15
01/02/2017;5,50%;5,62%;1119.3;1096.38;1095.97
02/02/2017;5,45%;5,57%;1129.42;1106.28;1105.87
03/02/2017;5,42%;5,54%;1136.05;1112.78;1112.02
06/02/2017;5,40%;5,52%;1140.4;1117.04;1116.63
07/02/2017;5,41%;5,53%;1138.85;1115.53;1115.12
08/02/2017;5,34%;5,46%;1152.1;1128.49;1128.12
09/02/2017;5,27%;5,39%;1166.49;1142.58;1142.2
10/02/2017;5,21%;5,33%;1179.31;1155.13;1154.47
13/02/2017;5,21%;5,33%;1179.69;1155.51;1155.13
14/02/2017;5,22%;5,34%;1178.04;1153.9;1153.52
15/02/2017;5,22%;5,34%;1178.47;1154.33;1153.9
16/02/2017;5,25%;5,37%;1172.82;1148.8;1148.37
17/02/2017;5,32%;5,44%;1159.57;1135.84;1135.03
20/02/2017;5,27%;5,39%;1170.04;1146.09;1145.67
21/02/2017;5,25%;5,37%;1174.52;1150.48;1150.05
22/02/2017;5,18%;5,30%;1189.22;1164.87;1164.44
23/02/2017;5,12%;5,24%;1201.92;1177.3;1176.88
24/02/2017;5,12%;5,24%;1203.1;1178.47;1177.3
01/03/2017;5,13%;5,25%;1201.46;1176.86;1176.44
02/03/2017;5,09%;5,21%;1210.2;1185.42;1.185,00
03/03/2017;5,11%;5,23%;1206.84;1182.14;1181.35
06/03/2017;5,08%;5,20%;1213.53;1188.69;1188.27
07/03/2017;5,10%;5,22%;1209.78;1185.03;1184.6
08/03/2017;5,12%;5,24%;1206.05;1181.38;1180.96
09/03/2017;5,18%;5,30%;1194.07;1169.67;1169.25
10/03/2017;5,14%;5,26%;1201.91;1177.34;1176.69
13/03/2017;5,09%;5,21%;1212.68;1187.89;1187.51
14/03/2017;5,16%;5,28%;1198.54;1174.05;1173.68
15/03/2017;5,22%;5,34%;1186.55;1162.33;1162.01
16/03/2017;5,17%;5,29%;1197.13;1172.69;1172.36
17/03/2017;5,16%;5,28%;1199.68;1175.19;1174.7
20/03/2017;5,15%;5,27%;1202.07;1177.53;1177.21
21/03/2017;5,08%;5,20%;1216.95;1192.11;1191.78
22/03/2017;5,18%;5,30%;1196.53;1172.13;1171.81
23/03/2017;5,21%;5,33%;1190.78;1166.5;1166.17
24/03/2017;5,18%;5,30%;1197.45;1173.04;1172.52
27/03/2017;5,20%;5,32%;1193.67;1169.35;1169.02
28/03/2017;5,16%;5,28%;1202.23;1177.73;1177.4
29/03/2017;5,16%;5,28%;1202.56;1178.06;1177.73
30/03/2017;5,17%;5,29%;1200.84;1176.38;1176.04
31/03/2017;5,18%;5,30%;1199.3;1174.87;1174.36
03/04/2017;5,13%;5,25%;1209.96;1185.32;1184.98
04/04/2017;5,16%;5,28%;1204.09;1179.57;1179.24
05/04/2017;5,15%;5,27%;1206.49;1181.93;1181.59
06/04/2017;5,20%;5,32%;1196.52;1172.18;1171.85
07/04/2017;5,25%;5,37%;1186.93;1162.8;1162.28
10/04/2017;5,22%;5,34%;1193.38;1169.12;1168.78
11/04/2017;5,21%;5,33%;1195.76;1171.46;1171.12
12/04/2017;5,27%;5,39%;1183.88;1159.83;1159.5
13/04/2017;5,25%;5,37%;1188.55;1164.4;1163.81
17/04/2017;5,27%;5,39%;1184.82;1160.76;1160.43
18/04/2017;5,26%;5,38%;1187.17;1163.07;1162.75
19/04/2017;5,28%;5,40%;1183.44;1159.43;1159.11
20/04/2017;5,29%;5,41%;1182.01;1158.04;1157.45
24/04/2017;5,29%;5,41%;1182.11;1158.13;1157.83
